title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
7/16 chat: The 5-Minute Day: When TDD Meets AI-Assisted Development,building,distributed,2025-07-17,,2025-08-05,https://medium.com/building-piper-morgan/the-5-minute-day-when-tdd-meets-ai-assisted-development-1e15183972a7,2025-09-04,https://www.linkedin.com/pulse/5-minute-day-when-tdd-meets-ai-assisted-development-crumlish-y35yc/,distributed,https://pipermorgan.ai/blog/716-chat,/blog/716-chat,,,,,"Multiple robots cranking gears in tight coordination, running test-driven cycles that last only minutes.",
7/16 chat: The 40-minute miracle: how two AI agents achieved 642x performance in one session,building,distributed,2025-07-18,,2025-08-06,https://medium.com/building-piper-morgan/the-40-minute-miracle-how-two-ai-agents-achieved-642x-performance-in-one-session-a7d8ee906912,2025-09-05,https://www.linkedin.com/pulse/40-minute-miracle-how-two-ai-agents-achieved-642x-one-crumlish-uhdkc/?published=t,distributed,https://pipermorgan.ai/blog/716-chat-2,/blog/716-chat-2,robot-relay,,,,"Two robots passing a baton at speed, representing agents handing off work to achieve dramatic performance gains.",
7/20 chat: When Your Infrastructure Gets Smarter Than Your Tests,building,distributed,2025-07-20,,2025-08-06,https://medium.com/building-piper-morgan/when-your-infrastructure-gets-smarter-than-your-tests-2582f1c7b3d5,2025-09-08,https://www.linkedin.com/pulse/when-your-infrastructure-gets-smarter-than-tests-christian-crumlish-dseoc/?trackingId=3FsoSlj3TLyAl0i5132r3Q%3D%3D,distributed,https://pipermorgan.ai/blog/720-chat-2,/blog/720-chat-2,robot-inspector,,,,"A robot conductor leading an ensemble, as infrastructure grows more capable than the tests written to check it.",
7/20 chat: The Foundation Sprint: Why We Clean House Before Building New Rooms,building,distributed,2025-07-21,,2025-08-06,https://medium.com/building-piper-morgan/the-foundation-sprint-why-we-clean-house-before-building-new-rooms-12f37f759a92,2025-09-09,https://www.linkedin.com/pulse/foundation-sprint-why-we-clean-house-before-building-new-crumlish-kmv3f/?trackingId=YBkouQ2NQl296XaOA4E2Aw%3D%3D,distributed,https://pipermorgan.ai/blog/720-chat,/blog/720-chat,robot-extension,,,,A robot with clipboard and magnifying glass inspecting a foundation before construction can safely resume.,
7/22: The Day We Finished Next Week's Work in One Day,building,distributed,2025-07-22,,2025-08-07,https://medium.com/building-piper-morgan/the-day-we-finished-next-weeks-work-in-one-day-ad5a228fbc0a,2025-09-10,https://www.linkedin.com/pulse/day-we-finished-next-weeks-work-one-christian-crumlish-leoqc/?published=t,distributed,https://pipermorgan.ai/blog/the-day-we-finished-next-weeks-work-in-one-day,/blog/the-day-we-finished-next-weeks-work-in-one-day,robot-time-travel,,,,"A robot stretching an arm far beyond its reach, collapsing a week of work into a single accelerated session.",
7/22: The Final Leap: When Prototype Becomes Production Tool (mislabeld as The Day We),building,distributed,2025-07-23,,2025-08-07,https://medium.com/building-piper-morgan/the-final-leap-when-prototype-becomes-prod-uction-tool-37128cf4fdf6,2025-09-11,https://www.linkedin.com/pulse/final-leap-when-prototype-becomes-production-tool-christian-crumlish-zyycc/?trackingId=wqJPUO1ZTtmawFPsV%2BebjQ%3D%3D,distributed,https://pipermorgan.ai/blog/the-final-leap-when-prototype-becomes-production-tool-mislabeld-as-the-day-we,/blog/the-final-leap-when-prototype-becomes-production-tool-mislabeld-as-the-day-we,robot-fledgling,,,,"A robot seated in a guru's pose, marking the moment a prototype graduates to production wisdom.",
7/22: PTSD (Patched-Test Stress Disorder) and Other Development Culture Innovations,building,distributed,2025-07-24,,2025-08-07,https://medium.com/building-piper-morgan/ptsd-patched-test-stress-disorder-and-other-development-culture-innovations-bef231301ab4,2025-09-12,https://www.linkedin.com/pulse/ptsd-patched-test-stress-disorder-other-development-culture-crumlish-ffipc/?trackingId=%2BzTukn9mSu2Q2sBDkzX%2FmA%3D%3D,distributed,https://pipermorgan.ai/blog/ptsd-patched-test-stress-disorder-and-other-development-culture-innovations,/blog/ptsd-patched-test-stress-disorder-and-other-development-culture-innovations,robot-patches,,,,"A robot spinning a heavy flywheel, capturing the momentum that builds when testing culture becomes self-reinforcing.",
7/9: When the Bugs Lead You Home,building,distributed,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/when-the-bugs-lead-you-home-c9ce09f192f1,2025-08-21,https://www.linkedin.com/pulse/when-bugs-lead-you-home-christian-crumlish-89w0c/,distributed,https://pipermorgan.ai/blog/when-the-bugs-lead-you-home,/blog/when-the-bugs-lead-you-home,robot-bees,,,,"A robot surrounded by a swarm of bees, each sting revealing a path back to the root cause.",
7/9: The Bug That Made Us Smarter,building,distributed,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/the-bug-that-made-us-smarter-cf1774978f51,2025-08-22,https://www.linkedin.com/pulse/bug-made-us-smarter-christian-crumlish-dbdhc/?published=t,distributed,https://pipermorgan.ai/blog/the-bug-that-made-us-smarter,/blog/the-bug-that-made-us-smarter,robot-prof,,,,"A robot standing calmly amid a swarm of bees, each sting a lesson that sharpened the team's judgment.",
7/9: When Your Tests Pass But Your App Fails,building,distributed,2025-07-09,,2025-08-08,https://medium.com/building-piper-morgan/when-your-tests-pass-but-your-app-fails-3b3d6f3aeff1,2025-08-25,https://www.linkedin.com/pulse/when-your-tests-pass-app-fails-christian-crumlish-xfiyc/,distributed,https://pipermorgan.ai/blog/when-your-tests-pass-but-your-app-fails,/blog/when-your-tests-pass-but-your-app-fails,robot-drivered,,,,A robot in professor's garb holding a passing grade while the application behind it crashes.,
8/6: Always Keep Something Showable: Demo Infrastructure for Hyperfast Development,insight,distributed,2025-06-14,,2025-08-09,https://medium.com/building-piper-morgan/always-keep-something-showable-demo-infrastructure-for-hyperfast-development-52d682510c10,2025-08-09,https://www.linkedin.com/pulse/always-keep-something-showable-demo-infrastructure-christian-crumlish-c9brc/,distributed,https://pipermorgan.ai/blog/always-keep-something-showable-demo-infrastructure-for-hyperfast-development,/blog/always-keep-something-showable-demo-infrastructure-for-hyperfast-development,robot-toy,,,,"A robot proudly displaying a working toy model, embodying the practice of always having something to show.",
The Demo That Broke (And Why That's Perfect),insight,distributed,2025-06-22,,2025-08-10,https://medium.com/building-piper-morgan/the-demo-that-broke-and-why-thats-perfect-5140d1657000,2025-08-10,https://www.linkedin.com/pulse/demo-broke-why-thats-perfect-christian-crumlish-ueirc/,distributed,https://pipermorgan.ai/blog/the-demo-that-broke-and-why,/blog/the-demo-that-broke-and-why,robot-kitsugi,,,,"A robot mending cracked ceramic with gold, representing a broken demo repaired into something stronger.",
When 300 Files Work as One: The Perfect Storm,building,distributed,2025-07-25,,2025-08-11,https://medium.com/building-piper-morgan/when-300-files-work-as-one-the-perfect-storm-f8ff692dbbf8,2025-09-15,https://www.linkedin.com/pulse/when-300-files-work-one-perfect-storm-christian-crumlish-qz2tc/,distributed,https://pipermorgan.ai/blog/86-revised-from-722,/blog/86-revised-from-722,robot-files,,,,"A robot applying patches to a sprawling codebase, stitching together hundreds of interconnected files.",
7/26: The Accidental Methodology Stress Test: When Success Creates Its Own Blind Spots,building,distributed,2025-07-26,,2025-08-11,https://medium.com/building-piper-morgan/7511ff6368a9,2025-09-16,https://www.linkedin.com/pulse/accidental-methodology-stress-test-when-success-creates-crumlish-3vjuc/?published=t,distributed,https://pipermorgan.ai/blog/the-accidental-methodology-stress-test-when-success-creates-its-own-blind-spots,/blog/the-accidental-methodology-stress-test-when-success-creates-its-own-blind-spots,robot-donuts,,,,"A robot surrounded by filing cabinets, sorting through accumulated success records that obscured a hidden gap.",
7/27: Engineering Excellence in a Gödel-Incomplete Universe,building,distributed,2025-07-27,,2025-08-11,https://medium.com/building-piper-morgan/engineering-excellence-in-g%C3%B6dels-incomplete-universe-7d4ea25d03fe,2025-09-17,https://www.linkedin.com/pulse/engineering-excellence-g%25C3%25B6del-incomplete-universe-christian-crumlish-9jqcc/,distributed,https://pipermorgan.ai/blog/engineering-excellence-in-a-gdel-incomplete-universe,/blog/engineering-excellence-in-a-gdel-incomplete-universe,robot-mobius,,,,"A robot contemplating a ring-shaped pastry, examining the gap in the middle as a symbol of irreducible incompleteness.",
7/27: The Day We Didn't Just Integrate Slack But Started Incorporating Spatial Intelligence,building,distributed,2025-07-28,,2025-08-12,https://medium.com/building-piper-morgan/the-day-we-didnt-just-integrate-slack-but-started-incorporating-spatial-intelligence-a1f5fc08b053,2025-09-18,https://www.linkedin.com/pulse/how-spatial-intelligence-help-piper-work-slack-other-crumlish-lg2if/?trackingId=8wTeqoAUTGKxkWwrWmynpw%3D%3D,distributed,https://pipermorgan.ai/blog/the-day-we-didnt-just-integrate-slack-but-started-incorporating-spatial-intelligence,/blog/the-day-we-didnt-just-integrate-slack-but-started-incorporating-spatial-intelligence,robot-rooms,,,,"A robot tracing a Mobius strip, illustrating how integration loops back into itself and deepens understanding.",
7/29: To Live Outside the Law You Must Be Honest: Debugging an Unorthodox Slack Integration,building,distributed,2025-07-29,,2025-08-12,https://medium.com/building-piper-morgan/to-live-outside-the-law-you-must-be-honest-debugging-an-unorthodox-slack-integration-e521b612bf58,2025-09-19,https://www.linkedin.com/pulse/live-outside-law-you-must-honest-debugging-unorthodox-crumlish-z24ic/,distributed,https://pipermorgan.ai/blog/to-live-outside-the-law-you-must-be-honest-debugging-an-unorthodox-slack-integration,/blog/to-live-outside-the-law-you-must-be-honest-debugging-an-unorthodox-slack-integration,robot-outlaw,,,,"A robot moving between separate rooms, an unorthodox integration forcing honesty about what each layer actually does.",
7/29: The Day Crisis Became Methodology: From Runaway Workflows to Historic Productivity,building,distributed,2025-07-30,,2025-08-12,https://medium.com/building-piper-morgan/the-day-crisis-became-methodology-from-runaway-workflows-to-historic-productivity-57c4bc5529f7,2025-09-22,https://www.linkedin.com/pulse/day-crisis-became-methodology-from-runaway-workflows-crumlish-cbcpc/,distributed,https://pipermorgan.ai/blog/the-day-crisis-became-methodology-from-runaway-workflows-to-historic-productivity,/blog/the-day-crisis-became-methodology-from-runaway-workflows-to-historic-productivity,robot-lava,,,,"A robot outlaw tamed into a deputy's role, showing runaway workflows transformed into disciplined method.",
7/31: When Your Tools Stop Crying Wolf,building,distributed,2025-07-31,,2025-08-13,https://medium.com/building-piper-morgan/when-your-tools-stop-crying-wolf-de7a1feed708,2025-09-23,https://www.linkedin.com/pulse/when-your-tools-stop-crying-wolf-christian-crumlish-ybbhc/?trackingId=lbVArAj2TBWbjzITy2WF%2BA%3D%3D,distributed,https://pipermorgan.ai/blog/when-your-tools-stop-crying-wolf,/blog/when-your-tools-stop-crying-wolf,robot-wolf,,,,"A robot navigating a lava field calmly, alert signals finally trustworthy after false alarms have been eliminated.",
7/31: The 71-Minute Cascade Killer: When Systematic Methodology Meets Production Reality,building,distributed,2025-08-01,,2025-08-13,https://medium.com/building-piper-morgan/the-71-minute-cascade-killer-when-systematic-methodology-meets-production-reality-bf217794054d,2025-09-24,https://www.linkedin.com/pulse/71-minute-cascade-killer-when-systematic-methodology-meets-crumlish-asycc/?trackingId=z4cb5EEZT8KKsSQDZnmtHg%3D%3D,distributed,https://pipermorgan.ai/blog/the-71-minute-cascade-killer-when-systematic-methodology-meets-production-reality,/blog/the-71-minute-cascade-killer-when-systematic-methodology-meets-production-reality,robot-landslide,,,,"A robot wolf standing alert and ready, embodying swift decisive action that stops a cascade failure in its tracks.",
7/31: Saturday Reflection: Why Ethics Can't Be an Afterthought,building,distributed,2025-08-02,,2025-08-13,https://medium.com/building-piper-morgan/taking-a-saturday-to-remember-why-ethics-cant-be-an-afterthought-07e55d3cff93,2025-09-25,https://www.linkedin.com/pulse/why-ethical-ai-cant-afterthought-christian-crumlish-ykuyc/,distributed,https://pipermorgan.ai/blog/saturday-reflection-why-ethics-cant-be-an-afterthought,/blog/saturday-reflection-why-ethics-cant-be-an-afterthought,robo-ethics,,,,"A robot standing before an unstable slope, confronting forces that cannot be outrun or patched later.",
8/3: Weekend Sprint Chronicles: Six Infrastructure Victories and a Dead Show,building,distributed,2025-08-03,,2025-08-14,https://medium.com/building-piper-morgan/weekend-sprint-chronicles-six-infrastructure-victories-and-a-dead-show-495a9ed09430,2025-09-26,https://www.linkedin.com/pulse/weekend-sprint-chronicles-six-infrastructure-dead-show-crumlish-saykc/?trackingId=A7ZkH707TB2PxNyNMFBaiw%3D%3D,distributed,https://pipermorgan.ai/blog/weekend-sprint-chronicles-six-infrastructure-victories-and-a-dead-show,/blog/weekend-sprint-chronicles-six-infrastructure-victories-and-a-dead-show,robot-dead,,,,"A robot weighing choices on a scale of principles, framing infrastructure victories through an ethical lens.",
8/3: Privacy-First Intelligence: How We Proved Metadata Learning Works,building,distributed,2025-08-04,,2025-08-14,https://medium.com/p/53a11201e5fd/edit,2025-09-29,https://www.linkedin.com/pulse/privacy-first-intelligence-how-we-proved-metadata-work-crumlish-pmauc/,distributed,,,robot-meta,,,,,
8/3: Five Short Stories About Systematic Development,building,distributed,2025-08-05,,2025-08-14,https://medium.com/p/b399fc60adc0/edit,2025-09-30,https://www.linkedin.com/pulse/five-short-stories-systematic-development-christian-crumlish-avmfc/?trackingId=EL4nJVpKTbGUDziEpRIefQ%3D%3D,distributed,,,robot-stories,,,,,
8/6: Building Reliable AI Workflows When the Stakes Actually Matter: How a Trust Crisis Transformed Our Spring Cleaning Sprint,building,distributed,2025-08-06,,2025-08-15,https://medium.com/building-piper-morgan/building-reliable-ai-workflows-when-the-stakes-actually-matter-how-a-trust-crisis-transformed-our-0f4ee7ec840e,2025-10-01,https://www.linkedin.com/pulse/building-reliable-ai-workflows-when-stakes-actually-matter-crumlish-n54mc/,distributed,https://pipermorgan.ai/blog/building-reliable-ai-workflows-when-the-stakes-actually-matter-how-a-trust-crisis-transformed-our,/blog/building-reliable-ai-workflows-when-the-stakes-actually-matter-how-a-trust-crisis-transformed-our,robot-cherry-tree,,,,"A robot confronting a blank memory, illustrating the trust cost of workflows that lose their context.",
